#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
              828940 | 0.553859600s | 71936 B
              830017 | 0.543190100s | 72032 B
              831094 | 0.590414300s | 72128 B
              832171 | 0.561501400s | 72216 B
              833248 | 0.543984400s | 72312 B
              834325 | 0.553272200s | 72408 B
              835402 | 0.562866900s | 72504 B
              836479 | 0.556899000s | 72592 B
              837556 | 0.563362700s | 72688 B
              838633 | 0.554373800s | 72784 B
              839710 | 0.658779500s | 72872 B
              840787 | 0.545220700s | 72968 B
              841864 | 0.567754900s | 73064 B
              842941 | 0.561131700s | 73152 B
              844018 | 0.600920400s | 73248 B
              845095 | 0.568028300s | 73344 B
              846172 | 0.549737900s | 73432 B
              847249 | 0.580845800s | 73528 B
              848326 | 0.593879600s | 73624 B
              849403 | 0.555798100s | 73712 B
              850480 | 0.574897600s | 73808 B
              851557 | 0.563151700s | 73904 B
              852634 | 0.611242600s | 73992 B
              853711 | 0.560785800s | 74088 B
              854788 | 0.566528700s | 74184 B
              855865 | 0.569930400s | 74280 B
              856942 | 0.614550100s | 74368 B
              858019 | 0.568466800s | 74464 B
              859096 | 0.563109500s | 74560 B
              860173 | 0.599918600s | 74648 B
              861250 | 0.611302700s | 74744 B
              862327 | 0.585317300s | 74840 B
              863404 | 0.573151400s | 74928 B
              864481 | 0.602489800s | 75024 B
              865558 | 0.564386000s | 75120 B
              866635 | 0.572318600s | 75208 B
              867712 | 0.579021200s | 75304 B
              868789 | 0.627517200s | 75400 B
              869866 | 0.568720200s | 75488 B
              870943 | 0.603189700s | 75584 B
              872020 | 0.605552500s | 75680 B
              873097 | 0.622725400s | 75768 B
              874174 | 0.590396400s | 75864 B
              875251 | 0.574031600s | 75960 B
              876328 | 0.594565700s | 76048 B
              877405 | 0.630627800s | 76144 B
              878482 | 0.584841600s | 76240 B
              879559 | 0.594307300s | 76336 B
              880636 | 0.662071200s | 76424 B
              881713 | 0.713193400s | 76520 B
              882790 | 0.768209000s | 76616 B
              883867 | 0.624243200s | 76704 B
              884944 | 0.682281000s | 76800 B
              886021 | 0.611318100s | 76896 B
              887098 | 0.670251700s | 76984 B
              888175 | 0.727539800s | 77080 B
              889252 | 0.645528200s | 77176 B
              890329 | 0.665112300s | 77264 B
              891406 | 0.712004700s | 77360 B
              892483 | 0.623957900s | 77456 B
              893560 | 0.604073900s | 77544 B
              894637 | 0.611122600s | 77640 B
              895714 | 0.633378700s | 77736 B
              896791 | 0.607820600s | 77824 B
              897868 | 0.592204200s | 77920 B
              898945 | 0.625263700s | 78016 B
              900022 | 0.636052000s | 78112 B
              901099 | 0.617732300s | 78200 B
              902176 | 0.619607300s | 78296 B
              903253 | 0.651241600s | 78392 B
              904330 | 0.608088000s | 78480 B
              905407 | 0.612586600s | 78576 B
              906484 | 0.618965100s | 78672 B
              907561 | 0.673263200s | 78760 B
              908638 | 0.654754900s | 78856 B
              909715 | 0.768368700s | 78952 B
              910792 | 0.751850000s | 79040 B
              911869 | 0.725675100s | 79136 B
              912946 | 0.630716500s | 79232 B
              914023 | 0.661815300s | 79320 B
              915100 | 0.650141800s | 79416 B
              916177 | 0.625400600s | 79512 B
              917254 | 0.638048600s | 79600 B
              918331 | 0.729061700s | 79696 B
              919408 | 0.845817200s | 79792 B
              920485 | 0.698615900s | 79880 B
              921562 | 0.779379100s | 79976 B
              922639 | 0.760208600s | 80072 B
              923716 | 0.703953600s | 80168 B
              924793 | 0.883936700s | 80256 B
              925870 | 0.931923500s | 80352 B
              926947 | 0.867557800s | 80448 B
              928024 | 1.082724100s | 80536 B
              929101 | 0.806641700s | 80632 B
              930178 | 0.721104500s | 80728 B
              931255 | 0.712427400s | 80816 B
              932332 | 0.700593300s | 80912 B
              933409 | 0.759466500s | 81008 B
              934486 | 0.738399700s | 81096 B
              935563 | 0.710726800s | 81192 B
              936640 | 0.850260300s | 81288 B
              937717 | 0.811387500s | 81376 B
              938794 | 0.899251600s | 81472 B
              939871 | 0.684646600s | 81568 B
              940948 | 0.799324300s | 81656 B
              942025 | 0.633383100s | 81752 B
              943102 | 0.750591300s | 81848 B
              944179 | 0.746229000s | 81944 B
              945256 | 0.776601900s | 82032 B
              946333 | 0.740198200s | 82128 B
              947410 | 0.763274100s | 82224 B
              948487 | 0.644402000s | 82312 B
              949564 | 0.703913400s | 82408 B
              950641 | 0.643196700s | 82504 B
              951718 | 0.642983900s | 82592 B
              952795 | 0.716106100s | 82688 B
              953872 | 0.660570000s | 82784 B
              954949 | 0.658197300s | 82872 B
              956026 | 0.689789000s | 82968 B
              957103 | 0.654649700s | 83064 B
              958180 | 0.744263900s | 83152 B
              959257 | 0.871876300s | 83248 B
              960334 | 0.810214700s | 83344 B
              961411 | 0.773482100s | 83432 B
              962488 | 0.817570200s | 83528 B
              963565 | 0.790981300s | 83624 B
              964642 | 0.849495800s | 83712 B
              965719 | 0.730473800s | 83808 B
              966796 | 0.671054100s | 83904 B
              967873 | 0.666953700s | 84000 B
              968950 | 0.714222700s | 84088 B
              970027 | 0.673505200s | 84184 B
              971104 | 0.688894700s | 84280 B
              972181 | 0.690791000s | 84368 B
              973258 | 0.688089200s | 84464 B
              974335 | 0.703542700s | 84560 B
              975412 | 0.682871000s | 84648 B
              976489 | 0.714188800s | 84744 B
              977566 | 0.670455800s | 84840 B
              978643 | 0.684069500s | 84928 B
              979720 | 0.726907100s | 85024 B
              980797 | 0.683667900s | 85120 B
              981874 | 0.688253500s | 85208 B
              982951 | 0.704620300s | 85304 B
              984028 | 0.678977900s | 85400 B
              985105 | 0.679458200s | 85488 B
              986182 | 0.697403400s | 85584 B
              987259 | 0.682221200s | 85680 B
              988336 | 0.702660700s | 85768 B
              989413 | 0.692384700s | 85864 B
              990490 | 0.714871100s | 85960 B
              991567 | 0.685263000s | 86056 B
              992644 | 0.692805600s | 86144 B
              993721 | 0.711973100s | 86240 B
              994798 | 0.687207500s | 86336 B
              995875 | 0.690018800s | 86424 B
              996952 | 0.744050800s | 86520 B
              998029 | 0.696435100s | 86616 B
              999106 | 0.702336100s | 86704 B
             1000183 | 0.737499700s | 86800 B
             1001260 | 0.690722600s | 86896 B
             1002337 | 0.702150000s | 86984 B
             1003414 | 0.734997300s | 87080 B
             1004491 | 0.718690600s | 87176 B
             1005568 | 0.714552100s | 87264 B
             1006645 | 0.759311000s | 87360 B
             1007722 | 0.712941700s | 87456 B
             1008799 | 0.701712100s | 87544 B
             1009876 | 0.717820000s | 87640 B
             1010953 | 0.734828400s | 87736 B
             1012030 | 0.700938600s | 87832 B
             1013107 | 0.748502900s | 87920 B
             1014184 | 0.788911500s | 88016 B
             1015261 | 0.824320800s | 88112 B
             1016338 | 0.868168300s | 88200 B
             1017415 | 0.860157500s | 88296 B
             1018492 | 0.760479400s | 88392 B
             1019569 | 0.746026200s | 88480 B
             1020646 | 0.715113500s | 88576 B
             1021723 | 0.722411300s | 88672 B
             1022800 | 0.745340700s | 88760 B
             1023877 | 0.712008600s | 88856 B
             1024954 | 0.730463800s | 88952 B
             1026031 | 0.763958500s | 89040 B
             1027108 | 0.731569900s | 89136 B
             1028185 | 0.730382600s | 89232 B
             1029262 | 0.769845600s | 89320 B
             1030339 | 0.757219700s | 89416 B
             1031416 | 0.726375500s | 89512 B
             1032493 | 0.759764200s | 89600 B
             1033570 | 0.734477100s | 89696 B
             1034647 | 0.722981000s | 89792 B
             1035724 | 0.756501700s | 89888 B
             1036801 | 0.735601700s | 89976 B
             1037878 | 0.725314300s | 90072 B
             1038955 | 0.755449800s | 90168 B
             1040032 | 0.738928300s | 90256 B
             1041109 | 0.733463400s | 90352 B
             1042186 | 0.773306500s | 90448 B
             1043263 | 0.740204200s | 90536 B
             1044340 | 0.749326100s | 90632 B
             1045417 | 0.769989300s | 90728 B
             1046494 | 0.745404900s | 90816 B
             1047571 | 0.740879800s | 90912 B
