#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
             1557759 | 0.647109600s | 135184 B
             1559797 | 0.698358700s | 135360 B
             1561835 | 0.735898800s | 135544 B
             1563873 | 0.781674700s | 135720 B
             1565911 | 0.675710400s | 135896 B
             1567949 | 0.634032300s | 136072 B
             1569987 | 0.647413000s | 136248 B
             1572025 | 0.640472400s | 136424 B
             1574063 | 0.684094800s | 136600 B
             1576101 | 0.624179500s | 136776 B
             1578139 | 0.612442400s | 136952 B
             1580177 | 0.778401700s | 137128 B
             1582215 | 0.653521000s | 137312 B
             1584253 | 0.753541000s | 137488 B
             1586291 | 0.625255200s | 137664 B
             1588329 | 0.761406700s | 137840 B
             1590367 | 0.669029600s | 138016 B
             1592405 | 0.761335600s | 138192 B
             1594443 | 0.759407600s | 138368 B
             1596481 | 0.787935600s | 138544 B
             1598519 | 0.687977200s | 138720 B
             1600557 | 0.707345000s | 138904 B
             1602595 | 0.687301200s | 139080 B
             1604633 | 0.763996000s | 139256 B
             1606671 | 0.699067800s | 139432 B
             1608709 | 0.682898300s | 139608 B
             1610747 | 0.662939100s | 139784 B
             1612785 | 0.721137600s | 139960 B
             1614823 | 0.688484700s | 140136 B
             1616861 | 0.690150200s | 140312 B
             1618899 | 0.832765900s | 140496 B
             1620937 | 0.722524800s | 140672 B
             1622975 | 0.631780200s | 140848 B
             1625013 | 0.606563700s | 141024 B
             1627051 | 0.627522700s | 141200 B
             1629089 | 0.592322400s | 141376 B
             1631127 | 0.692701100s | 141552 B
             1633165 | 1.161223500s | 141728 B
             1635203 | 0.991067700s | 141904 B
             1637241 | 0.739523100s | 142088 B
             1639279 | 0.645537100s | 142264 B
             1641317 | 0.629961400s | 142440 B
             1643355 | 0.640585600s | 142616 B
             1645393 | 1.016371800s | 142792 B
             1647431 | 1.238287000s | 142968 B
             1649469 | 1.079598400s | 143144 B
             1651507 | 0.896884200s | 143320 B
             1653545 | 0.890607800s | 143496 B
             1655583 | 1.027197600s | 143672 B
             1657621 | 1.005606400s | 143856 B
             1659659 | 0.788105900s | 144032 B
             1661697 | 0.673596900s | 144208 B
             1663735 | 0.650728300s | 144384 B
             1665773 | 0.623229200s | 144560 B
             1667811 | 0.633018200s | 144736 B
             1669849 | 0.621536000s | 144912 B
             1671887 | 0.779856200s | 145088 B
             1673925 | 0.722346400s | 145264 B
             1675963 | 0.799495000s | 145448 B
             1678001 | 1.207118600s | 145624 B
             1680039 | 0.765409900s | 145800 B
             1682077 | 0.726494800s | 145976 B
             1684115 | 0.765227100s | 146152 B
             1686153 | 0.918606400s | 146328 B
             1688191 | 0.870768900s | 146504 B
             1690229 | 0.787503200s | 146680 B
             1692267 | 0.718194400s | 146856 B
             1694305 | 0.747571700s | 147040 B
             1696343 | 1.013219000s | 147216 B
             1698381 | 1.117268200s | 147392 B
             1700419 | 0.747902700s | 147568 B
             1702457 | 0.794579700s | 147744 B
             1704495 | 0.823972400s | 147920 B
             1706533 | 1.070042900s | 148096 B
             1708571 | 0.868293500s | 148272 B
             1710609 | 0.807066300s | 148448 B
             1712647 | 0.693566500s | 148624 B
             1714685 | 0.741964600s | 148808 B
             1716723 | 0.818452900s | 148984 B
             1718761 | 0.800749500s | 149160 B
             1720799 | 0.822254300s | 149336 B
             1722837 | 0.890749000s | 149512 B
             1724875 | 1.167201200s | 149688 B
             1726913 | 0.962548500s | 149864 B
             1728951 | 0.910552300s | 150040 B
             1730989 | 1.032688100s | 150216 B
             1733027 | 0.908905400s | 150400 B
             1735065 | 1.288698500s | 150576 B
             1737103 | 0.888789100s | 150752 B
             1739141 | 0.772556500s | 150928 B
             1741179 | 0.879465100s | 151104 B
             1743217 | 0.790178100s | 151280 B
             1745255 | 0.782094100s | 151456 B
             1747293 | 0.805547200s | 151632 B
             1749331 | 0.957732000s | 151808 B
             1751369 | 0.960832400s | 151992 B
             1753407 | 0.842735700s | 152168 B
             1755445 | 0.743464900s | 152344 B
             1757483 | 0.850717900s | 152520 B
             1759521 | 0.797191600s | 152696 B
             1761559 | 0.730930500s | 152872 B
             1763597 | 0.867897200s | 153048 B
             1765635 | 0.741194600s | 153224 B
             1767673 | 1.067608900s | 153400 B
             1769711 | 0.800699200s | 153576 B
             1771749 | 0.737523400s | 153760 B
             1773787 | 0.936956900s | 153936 B
             1775825 | 0.855730900s | 154112 B
             1777863 | 0.927480400s | 154288 B
             1779901 | 0.969408600s | 154464 B
             1781939 | 0.848622700s | 154640 B
             1783977 | 1.083566900s | 154816 B
             1786015 | 1.052323400s | 154992 B
             1788053 | 0.842238300s | 155168 B
             1790091 | 0.829784000s | 155352 B
             1792129 | 0.801256000s | 155528 B
             1794167 | 0.878457700s | 155704 B
             1796205 | 0.799137600s | 155880 B
             1798243 | 0.736832100s | 156056 B
             1800281 | 0.964680200s | 156232 B
             1802319 | 1.198771500s | 156408 B
             1804357 | 0.931694800s | 156584 B
             1806395 | 0.830986300s | 156760 B
             1808433 | 0.873940200s | 156944 B
             1810471 | 0.846167600s | 157120 B
             1812509 | 0.872242000s | 157296 B
             1814547 | 0.920449200s | 157472 B
             1816585 | 0.821829100s | 157648 B
             1818623 | 0.751171900s | 157824 B
             1820661 | 0.820398200s | 158000 B
             1822699 | 0.789164100s | 158176 B
             1824737 | 0.757205200s | 158352 B
             1826775 | 0.784779200s | 158528 B
             1828813 | 0.859369500s | 158712 B
             1830851 | 0.877695400s | 158888 B
             1832889 | 0.773276100s | 159064 B
             1834927 | 0.803390100s | 159240 B
             1836965 | 0.876772700s | 159416 B
             1839003 | 0.808609800s | 159592 B
             1841041 | 0.808700600s | 159768 B
             1843079 | 0.873002600s | 159944 B
             1845117 | 0.825317500s | 160120 B
             1847155 | 0.866883400s | 160304 B
             1849193 | 0.806422800s | 160480 B
             1851231 | 0.861949700s | 160656 B
             1853269 | 0.847099600s | 160832 B
             1855307 | 0.848235900s | 161008 B
             1857345 | 0.837130200s | 161184 B
             1859383 | 0.832149300s | 161360 B
             1861421 | 0.839709100s | 161536 B
             1863459 | 0.866673800s | 161712 B
             1865497 | 1.088085700s | 161896 B
             1867535 | 0.888143900s | 162072 B
             1869573 | 0.904725300s | 162248 B
             1871611 | 0.923219400s | 162424 B
             1873649 | 0.848063600s | 162600 B
             1875687 | 0.790175000s | 162776 B
             1877725 | 0.815636300s | 162952 B
             1879763 | 0.835714900s | 163128 B
             1881801 | 0.853229100s | 163304 B
             1883839 | 0.933292100s | 163480 B
             1885877 | 0.856223700s | 163664 B
             1887915 | 0.868219000s | 163840 B
             1889953 | 0.904382900s | 164016 B
             1891991 | 0.892565200s | 164192 B
             1894029 | 0.920567700s | 164368 B
             1896067 | 0.864252900s | 164544 B
             1898105 | 0.828003900s | 164720 B
             1900143 | 0.846304800s | 164896 B
             1902181 | 0.899587800s | 165072 B
             1904219 | 0.906291500s | 165256 B
             1906257 | 0.905729100s | 165432 B
             1908295 | 0.917262400s | 165608 B
             1910333 | 0.968577000s | 165784 B
             1912371 | 0.885823600s | 165960 B
             1914409 | 0.909735900s | 166136 B
             1916447 | 0.891711200s | 166312 B
             1918485 | 0.842361200s | 166488 B
             1920523 | 0.946246400s | 166664 B
             1922561 | 0.832131700s | 166848 B
             1924599 | 0.849850500s | 167024 B
             1926637 | 0.883752700s | 167200 B
             1928675 | 0.890635200s | 167376 B
             1930713 | 0.937365900s | 167552 B
             1932751 | 0.869052800s | 167728 B
             1934789 | 0.901548900s | 167904 B
             1936827 | 0.989464800s | 168080 B
             1938865 | 0.903535600s | 168256 B
             1940903 | 0.914265600s | 168432 B
             1942941 | 0.876198800s | 168616 B
             1944979 | 0.955085200s | 168792 B
             1947017 | 0.978522400s | 168968 B
             1949055 | 0.941110400s | 169144 B
             1951093 | 0.931003000s | 169320 B
             1953131 | 0.991392700s | 169496 B
             1955169 | 1.131026300s | 169672 B
             1957207 | 1.057988700s | 169848 B
             1959245 | 1.048262400s | 170024 B
             1961283 | 1.061910400s | 170208 B
             1963321 | 1.218660500s | 170384 B
             1965359 | 1.087267200s | 170560 B
             1967397 | 1.105568300s | 170736 B
             1969435 | 1.070215400s | 170912 B
             1971473 | 1.090837400s | 171088 B
             1973511 | 1.056084600s | 171264 B
             1975549 | 1.078912000s | 171440 B
             1977587 | 1.138944100s | 171616 B
             1979625 | 1.093625800s | 171800 B
             1981663 | 1.084548600s | 171976 B
             1983701 | 1.032260100s | 172152 B
             1985739 | 1.031820100s | 172328 B
             1987777 | 1.019606800s | 172504 B
             1989815 | 1.203038700s | 172680 B
             1991853 | 1.172156200s | 172856 B
             1993891 | 1.251572300s | 173032 B
             1995929 | 1.263945100s | 173208 B
             1997967 | 1.225858800s | 173384 B
             2000005 | 1.249166000s | 173568 B
             2002043 | 1.203999200s | 173744 B
             2004081 | 1.318911500s | 173920 B
             2006119 | 1.162370600s | 174096 B
             2008157 | 1.142593800s | 174272 B
             2010195 | 1.126009300s | 174448 B
             2012233 | 1.314599500s | 174624 B
             2014271 | 1.210685900s | 174800 B
             2016309 | 1.169871400s | 174976 B
             2018347 | 1.384428200s | 175160 B
             2020385 | 1.296522000s | 175336 B
             2022423 | 1.286065100s | 175512 B
             2024461 | 1.428765100s | 175688 B
             2026499 | 1.486308300s | 175864 B
             2028537 | 1.441165600s | 176040 B
             2030575 | 1.175322900s | 176216 B
             2032613 | 1.186031400s | 176392 B
             2034651 | 1.090611400s | 176568 B
             2036689 | 1.129891800s | 176752 B
             2038727 | 1.120468800s | 176928 B
             2040765 | 1.259674500s | 177104 B
             2042803 | 1.295798500s | 177280 B
             2044841 | 1.484485300s | 177456 B
             2046879 | 1.335895400s | 177632 B
             2048917 | 1.371274800s | 177808 B
             2050955 | 1.296366000s | 177984 B
             2052993 | 1.063553200s | 178160 B
             2055031 | 1.012203000s | 178336 B
             2057069 | 0.961162300s | 178520 B
             2059107 | 0.962967200s | 178696 B
             2061145 | 0.999413400s | 178872 B
             2063183 | 0.979259500s | 179048 B
             2065221 | 1.012221300s | 179224 B
             2067259 | 0.976456300s | 179400 B
             2069297 | 1.015962900s | 179576 B
             2071335 | 0.959139300s | 179752 B
             2073373 | 1.002121700s | 179928 B
             2075411 | 0.997322000s | 180112 B
             2077449 | 1.158464700s | 180288 B
             2079487 | 1.196275500s | 180464 B
             2081525 | 1.211941900s | 180640 B
             2083563 | 1.220317500s | 180816 B
             2085601 | 1.186116000s | 180992 B
             2087639 | 1.277758300s | 181168 B
             2089677 | 1.303060400s | 181344 B
             2091715 | 1.042788400s | 181520 B
             2093753 | 1.033948100s | 181704 B
             2095791 | 0.991158100s | 181880 B
             2097829 | 1.088418700s | 182056 B
             2099867 | 1.006973700s | 182232 B
             2101905 | 1.047986400s | 182408 B
             2103943 | 1.001955600s | 182584 B
             2105981 | 1.080491900s | 182760 B
             2108019 | 1.010402200s | 182936 B
             2110057 | 1.025741600s | 183112 B
             2112095 | 1.075849500s | 183288 B
             2114133 | 1.026133400s | 183472 B
             2116171 | 1.052601200s | 183648 B
             2118209 | 1.034331500s | 183824 B
             2120247 | 1.057694500s | 184000 B
             2122285 | 1.034709800s | 184176 B
             2124323 | 1.061934800s | 184352 B
             2126361 | 1.020309700s | 184528 B
             2128399 | 1.058694700s | 184704 B
             2130437 | 1.043622200s | 184880 B
             2132475 | 1.063790300s | 185064 B
             2134513 | 1.022602200s | 185240 B
             2136551 | 1.140320200s | 185416 B
             2138589 | 1.261995900s | 185592 B
             2140627 | 1.084625100s | 185768 B
             2142665 | 1.042586600s | 185944 B
             2144703 | 1.064175700s | 186120 B
             2146741 | 1.333092900s | 186296 B
             2148779 | 1.181820500s | 186472 B
             2150817 | 1.065557900s | 186656 B
             2152855 | 1.246445400s | 186832 B
             2154893 | 1.231099000s | 187008 B
             2156931 | 1.265215400s | 187184 B
             2158969 | 1.305742500s | 187360 B
             2161007 | 1.195985200s | 187536 B
             2163045 | 1.297933500s | 187712 B
             2165083 | 1.137180900s | 187888 B
             2167121 | 1.071621800s | 188064 B
             2169159 | 1.294517800s | 188240 B
             2171197 | 1.295270100s | 188424 B
             2173235 | 1.228016700s | 188600 B
             2175273 | 1.249890900s | 188776 B
             2177311 | 1.140380300s | 188952 B
             2179349 | 1.152311700s | 189128 B
             2181387 | 1.119430300s | 189304 B
             2183425 | 1.126086700s | 189480 B
             2185463 | 1.174140600s | 189656 B
             2187501 | 1.310301700s | 189832 B
             2189539 | 1.268952800s | 190016 B
             2191577 | 1.207238800s | 190192 B
             2193615 | 1.105326700s | 190368 B
             2195653 | 1.157953200s | 190544 B
             2197691 | 1.113762300s | 190720 B
             2199729 | 1.142986800s | 190896 B
             2201767 | 1.111965800s | 191072 B
             2203805 | 1.166004100s | 191248 B
             2205843 | 1.249619100s | 191424 B
