#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
             2100174 | 0.639419400s | 182254 B
             2102977 | 0.604518500s | 182497 B
             2105780 | 0.584915400s | 182740 B
             2108583 | 0.631561700s | 182984 B
             2111386 | 0.681204200s | 183227 B
             2114189 | 0.568181100s | 183470 B
             2116992 | 0.547545500s | 183713 B
             2119795 | 0.618306800s | 183957 B
             2122598 | 0.634106100s | 184200 B
             2125401 | 0.645110300s | 184443 B
             2128204 | 0.622495300s | 184686 B
             2131007 | 0.638779400s | 184930 B
             2133810 | 0.619364700s | 185173 B
             2136613 | 0.593098400s | 185416 B
             2139416 | 0.574638800s | 185659 B
             2142219 | 0.595344400s | 185903 B
             2145022 | 0.728205900s | 186146 B
             2147825 | 0.621840100s | 186389 B
             2150628 | 0.594740200s | 186632 B
             2153431 | 0.707193000s | 186876 B
             2156234 | 0.624298800s | 187119 B
             2159037 | 0.686174400s | 187362 B
             2161840 | 0.635963500s | 187605 B
             2164643 | 0.613725700s | 187849 B
             2167446 | 0.585994600s | 188092 B
             2170249 | 0.624171500s | 188335 B
             2173052 | 0.618941300s | 188578 B
             2175855 | 0.687690000s | 188822 B
             2178658 | 0.640226200s | 189065 B
             2181461 | 0.633144500s | 189308 B
             2184264 | 0.567099000s | 189551 B
             2187067 | 0.717554400s | 189795 B
             2189870 | 0.665759600s | 190038 B
             2192673 | 0.612163600s | 190281 B
             2195476 | 0.534513600s | 190524 B
             2198279 | 0.612015800s | 190768 B
             2201082 | 0.703478800s | 191011 B
             2203885 | 0.628805800s | 191254 B
             2206688 | 0.626545800s | 191497 B
             2209491 | 0.701186100s | 191741 B
             2212294 | 0.603160400s | 191984 B
             2215097 | 0.651675900s | 192227 B
             2217900 | 0.688981000s | 192470 B
             2220703 | 0.696646500s | 192713 B
             2223506 | 0.665115700s | 192957 B
             2226309 | 0.654839800s | 193200 B
             2229112 | 0.638406800s | 193443 B
             2231915 | 0.664510900s | 193686 B
             2234718 | 0.684522900s | 193930 B
             2237521 | 0.629753900s | 194173 B
             2240324 | 0.649411800s | 194416 B
             2243127 | 0.700177300s | 194659 B
             2245930 | 0.658949600s | 194903 B
             2248733 | 0.641186800s | 195146 B
             2251536 | 0.647054700s | 195389 B
             2254339 | 0.655526000s | 195632 B
             2257142 | 0.733722000s | 195876 B
             2259945 | 0.779711600s | 196119 B
             2262748 | 0.685856600s | 196362 B
             2265551 | 0.730996500s | 196605 B
             2268354 | 0.672223500s | 196849 B
             2271157 | 0.761383000s | 197092 B
             2273960 | 0.660576500s | 197335 B
             2276763 | 0.691291200s | 197578 B
             2279566 | 0.600188800s | 197822 B
             2282369 | 0.632727300s | 198065 B
             2285172 | 0.689449100s | 198308 B
             2287975 | 0.662034700s | 198551 B
             2290778 | 0.658440100s | 198795 B
             2293581 | 0.741324400s | 199038 B
             2296384 | 0.564560000s | 199281 B
             2299187 | 0.665879100s | 199524 B
             2301990 | 0.625538200s | 199768 B
             2304793 | 0.671476800s | 200011 B
             2307596 | 0.643126900s | 200254 B
             2310399 | 0.745944000s | 200497 B
             2313202 | 0.725108200s | 200741 B
             2316005 | 0.810900600s | 200984 B
             2318808 | 0.765919500s | 201227 B
             2321611 | 0.740155100s | 201470 B
             2324414 | 0.807116900s | 201714 B
             2327217 | 0.781893500s | 201957 B
             2330020 | 0.741596000s | 202200 B
             2332823 | 0.785076700s | 202443 B
             2335626 | 0.786327500s | 202687 B
             2338429 | 0.868158100s | 202930 B
             2341232 | 0.781311600s | 203173 B
             2344035 | 0.756236700s | 203416 B
             2346838 | 0.933011700s | 203660 B
             2349641 | 0.795934600s | 203903 B
             2352444 | 0.813133800s | 204146 B
             2355247 | 0.709373600s | 204389 B
             2358050 | 0.771397800s | 204632 B
             2360853 | 0.652116000s | 204876 B
             2363656 | 0.601176200s | 205119 B
             2366459 | 0.863735600s | 205362 B
             2369262 | 0.791831100s | 205605 B
             2372065 | 0.714853400s | 205849 B
             2374868 | 0.773548700s | 206092 B
             2377671 | 0.802584300s | 206335 B
             2380474 | 0.736206300s | 206578 B
             2383277 | 0.812116000s | 206822 B
             2386080 | 0.659755700s | 207065 B
             2388883 | 0.765194500s | 207308 B
             2391686 | 0.799095300s | 207551 B
             2394489 | 0.730638900s | 207795 B
             2397292 | 0.713000200s | 208038 B
             2400095 | 0.887609000s | 208281 B
             2402898 | 0.705234500s | 208524 B
             2405701 | 0.754542200s | 208768 B
             2408504 | 0.623381600s | 209011 B
             2411307 | 0.734550800s | 209254 B
             2414110 | 0.720571700s | 209497 B
             2416913 | 0.660561300s | 209741 B
             2419716 | 0.644138900s | 209984 B
             2422519 | 0.798391700s | 210227 B
             2425322 | 0.717860000s | 210470 B
             2428125 | 0.743647700s | 210714 B
             2430928 | 0.721991800s | 210957 B
             2433731 | 0.719848300s | 211200 B
             2436534 | 0.787694600s | 211443 B
             2439337 | 0.717587700s | 211687 B
             2442140 | 0.747793600s | 211930 B
             2444943 | 0.777443900s | 212173 B
             2447746 | 0.695016300s | 212416 B
             2450549 | 0.779971700s | 212660 B
             2453352 | 0.773239300s | 212903 B
             2456155 | 0.821958800s | 213146 B
             2458958 | 0.737997900s | 213389 B
             2461761 | 0.696681200s | 213633 B
             2464564 | 0.772555300s | 213876 B
             2467367 | 0.735594600s | 214119 B
             2470170 | 0.691316000s | 214362 B
             2472973 | 0.802630600s | 214606 B
             2475776 | 0.682479900s | 214849 B
             2478579 | 0.769735600s | 215092 B
             2481382 | 0.767265000s | 215335 B
             2484185 | 0.745995700s | 215579 B
             2486988 | 0.692923200s | 215822 B
             2489791 | 0.854826100s | 216065 B
             2492594 | 0.697070800s | 216308 B
             2495397 | 0.746062000s | 216552 B
             2498200 | 0.781309000s | 216795 B
             2501003 | 0.769610600s | 217038 B
             2503806 | 0.824398900s | 217281 B
             2506609 | 0.864037700s | 217524 B
             2509412 | 0.731636800s | 217768 B
             2512215 | 0.798228900s | 218011 B
             2515018 | 0.709401500s | 218254 B
             2517821 | 0.831352600s | 218497 B
             2520624 | 0.747143800s | 218741 B
             2523427 | 0.665165200s | 218984 B
             2526230 | 0.673823300s | 219227 B
             2529033 | 0.702058000s | 219470 B
             2531836 | 0.763837100s | 219714 B
             2534639 | 0.882770100s | 219957 B
             2537442 | 0.848984800s | 220200 B
             2540245 | 0.840782100s | 220443 B
             2543048 | 0.792166500s | 220687 B
             2545851 | 0.855277500s | 220930 B
             2548654 | 0.878440800s | 221173 B
             2551457 | 0.897288700s | 221416 B
             2554260 | 0.857700000s | 221660 B
             2557063 | 0.766998100s | 221903 B
             2559866 | 0.898843800s | 222146 B
             2562669 | 0.870934500s | 222389 B
             2565472 | 1.069560900s | 222633 B
